beir_datasets/arguana,10,315.5219501576665,0.36702610931995183,0.36702610931995183,0.7644539614561028,379.2810262666163,0.0021386146545410156
beir_datasets/arguana,100,311.57614800988716,0.366769657765616,0.4144445716354739,0.9735902926481085,377.90162757863516,0.007771492004394531
beir_datasets/arguana,1000,297.33516018610584,0.366769657765616,0.4172057429286703,0.9950035688793719,373.9915718845237,0.06666350364685059
beir_datasets/arguana,10000,220.6094737110437,0.366769657765616,0.4171986268252462,0.9950035688793719,369.3384798267719,0.6020922660827637
beir_datasets/arguana,100000,218.62702913989074,0.366769657765616,0.4171986268252462,0.9950035688793719,366.8739404382843,0.5934617519378662
beir_datasets/hotpotqa,10,196.54022862280326,0.5846229972804251,0.5846229972804251,0.6151249155975692,201.3680915026442,0.014211416244506836
beir_datasets/hotpotqa,100,195.29317608236312,0.5849686401922986,0.6244825846088655,0.7696151249155976,201.41100129709457,0.05084967613220215
beir_datasets/hotpotqa,1000,181.8213910987183,0.5849379503687124,0.6394165277150236,0.8686022957461175,200.7738692651989,0.4186587333679199
beir_datasets/hotpotqa,10000,111.20069805468584,0.5849381471960415,0.6394220582985608,0.8686022957461175,199.9967772638022,4.02035927772522
beir_datasets/msmarco,10,115.32540624649803,0.2300283967017986,0.2300283967017986,0.38451528175740207,117.23041407041012,0.017293691635131836
beir_datasets/msmarco,100,114.87307166066012,0.22994050946586958,0.29148949598851953,0.6773997134670487,117.2058678675298,0.0542452335357666
beir_datasets/msmarco,1000,110.79691212662637,0.22985425445278534,0.31622414119226017,0.8714660936007642,117.26620589872181,0.42672228813171387
beir_datasets/msmarco,10000,82.1913494819228,0.2299714760118686,0.3162559272754594,0.8715377268385865,117.72762390280649,3.930729389190674
beir_datasets/nq,10,241.44936898842036,0.28137534309730244,0.28137534309730244,0.44112108922363846,256.64446122705255,0.008007287979125977
beir_datasets/nq,100,240.70812477555293,0.281454287358263,0.3472757898010473,0.7387987640015451,257.773472063162,0.025969505310058594
beir_datasets/nq,1000,223.73715835675142,0.281538025720464,0.36719559351667896,0.8902809965237544,256.3470125098867,0.20335888862609863
beir_datasets/nq,10000,133.15098097009997,0.281428432010418,0.36716293695475943,0.8902809965237544,254.57584884668577,1.9563469886779785
beir_datasets/quora,10,467.25839453698,0.7675802130176713,0.7665663755607779,0.8688794608870618,485.08407502987376,0.015863895416259766
beir_datasets/quora,100,469.38145324043387,0.7687366945382593,0.7938684455479007,0.9660179345794601,494.41111340538646,0.06462812423706055
beir_datasets/quora,1000,411.7555766331294,0.768858647587726,0.7983857244548962,0.992376388659981,487.81869281811845,0.5562283992767334
beir_datasets/quora,10000,209.31933005002614,0.7688486091324532,0.7983533926434202,0.9922639186307414,476.62727439504766,5.402889013290405
beir_datasets/scidocs,10,338.0148843100173,0.15770539039203404,0.15770539039203404,0.16433333333333333,446.98063234969555,0.0018961429595947266
beir_datasets/scidocs,100,334.7608457166847,0.15778785580202642,0.22418919943098944,0.36115,445.9968727188047,0.005959987640380859
beir_datasets/scidocs,1000,321.71811098731155,0.15778785580202642,0.26787558652049276,0.5731666666666666,450.98787033780457,0.05307722091674805
beir_datasets/scidocs,10000,219.74669139903898,0.15788995319714935,0.26788477450177595,0.5731666666666666,442.1830621161027,0.49412965774536133
beir_datasets/scidocs,100000,146.32442861033195,0.15779191391131797,0.26790687395445717,0.5733666666666667,438.45308155085735,1.2800095081329346
